Wehrmacht	ver-mákt
Harlow Shapley	hárló shepli
Harmenze	hármentce
Harmon	hármon
Harold	herold
Harper	hárpör
Harriman	herimen
Harris	herisz
Harrison	heriszon
Harrodsé	herodszé
Harry	herri
Harry Hopkins	herri hopkinsz
Harry Hopkinsszal	herri hopkinsszal
Harry Hopkinstól	herri hopkinsztól
Harry Houdininak	herri húdininek
Hart	hárt
Hartland Snyder	hártlánd sznájder
Hartle	hártöl
Harvard	hárvárd
Harvardon	hárvárdon
Harvey	hárvi
Harwichból	hárvikból
Harwichtól Portsmouthig	hárviktól portszmáuszig
Harwood	hárvúd
Harz	hártc
Hasdrubal	hásdrubál
Haselden	hászelden
Hasmoneus	hászmóneusz
Hasselt	hásszelt
Hastings	hésztingsz
Hastingsnél	hésztingsznél
Hastur	has-túr
Hatch	hets
Hate	héjt
Hatheg	háteg
Hathegei	hátegej
Hatheg-Kla	hátheg klá
Hathor	hátor
Hatteras	hátterász
Hattusasban	hattuszaszban
Hauptkriegsverbrecher	haupt-kríg-ferbréh-her
Hauptsturmführer	hauptsturm-fűrer
Haushofernek	hausz-hoffernek
Haushofert	hausz-hoffert
Hausmann	hausz-mann
Haverhillben	háverhillben
Havre	ávrö
Hawaiin	hávájin
Hawaiinál	hávájnál
Hawaiitól	hávájtól
Hawailuson	hávájluszon
Hawalius	hávájlusz
Hawking	hóking
Hayek	háj-ek
Haynau	haj-nau
Háziújságjának	házi-újság
HBCU	hábétcéú
HD	hádé
Headet	hedet
Heathrow	híszró
Heaviside	heviszájd
Hebridákon	hebri-dákon
Heckenast	hkknászt
Heer	hér
Heeres	hersz
Hegel	hégel
Heidenheimban	hájden-hájmban
Heidenstam	hájdensztem
Heien	Helen
Heim	heim
Heimlich	hájmlih
Heimwehr	hejm-ver
Heine	hájne
Heinlein	hájnlájn
Heinrich Gustav Magnus	hejnrik gusztáv mágnusz
Heinrich Hertz	hejnrik hertc
Heinrich Himmler	hejnrih him-ler
Heinrich Schliemann	hejnrich slíman
Heinz Pagels	hejntc pédzselz
Heisenberg	hejzenberg
Heisenberg-Pauli	hejzenberg-pa-uli
Heisler	hájz-ler
Heléna	helé-na
Helenét	helenét
Helfy	helfi
Helgoland	helgolánd
Helgolandi	helgo-lándi
Heliogabalus	hélijógábálusz
Heliosz	hélijosz
Hellasz	hel-lász
Heller	hel-ler
Helleu	heleü
Helmholtz	helmholtc
Helmut Kohl	helm-ut kól
Héloise	élojíz
Helsinki	helszinki
Helvét	helvét
Helvetius	helvéciusz
Helvius Pertinaxot	helvijusz pertinákszot
Hemphill	hemfill
Hempton	hempton
Hendaye	hendéj
Henderson	henderszon
Hengel Crucifixion	hengel krutci-fikszión
Henlein	henlájn
Henlein-Benes	henlájn benesh
Henninger	henin-ger
Henriette Heavitt	henriet hivit
Henry	henri
Henry Bolingbroke	henri bolinbrokk
Henry Moray	henri moréj
Henry Morton Stanleyt	henri morton sztenlit
Henry Tizard	henri tizár
Henry Tudor	henri tyúdor
Hentzi	hentzi
Héphaisztosz	héfájisztosz
Hérakleopolisz	héreklejopolisz
Héraklész	héráklész
Herald	heröld
Herbert	her-bert
Herbert Curtis	herbert körtisz
Herbert Marcuse	her-bert márkjúz
Herbert Morrison	her-bert moriszon
Herbert Spencer	herbert szpenszer
Herbeville	herbevill
Hercegség	her-cegség
Hercules	herkules
Herculis	hörkjulíz
Herculius	herkúlijusz
Herder	her-der
Hereward Carrington	herövórd kerington
Hermann	her-man
Hermann-Göring-Werke	her-man gőring verke
Hermes	hörmíz
Hernán Cortés	hermán kortesz
Herod	Heród
Hérophilosz	hérofílosz
Herriot	heri-jot
Hertz	hertc
Herzen	hertzen
Hess	hessz
Hewitt	hjúit
Heydebreckben	hejdebrekk-ben
Hierapolisz	hijera-polisz
Hieronymus Laskit	hijerónimusz lászkit
Higgins	higinsz
Higgs	higsz
High	háj
Highland	hájlend
Hihersnek	híhersznek
Hilary	hilöri
Hildebrand	hilde-bránd
Hilferding	hilferdig
Hilhnamiek	hilnámijek
Hill	hill
Hillary	hilöri
Hillgarth	hilgárt
Hillman	hilman
Himilko	himilkó
Himler	him-ler
Himmlemél	himm-lernél
Himmlerstadt	him-lerstátt
Hindenburg	hinden-burg
Hiper Menta Extraktumotegy	hiper menta eksztraktumot
Hipper	hip-per
Hippiasz	hippijász
Hirammal	hirámmal
Hirohito	híro-hitó
Hirschman	hirsh-men
Hispania	hiszpánija
Hispánia	hiszpánija
Hispaniába	hiszpánijába
Hispániába	hiszpánijába
Hispaniából	hiszpánijából
Hispaniáig	hiszpánijáig
Hispániáig	hiszpánijáig
Hispánián	hiszpániján
Hispaniát	hiszpániját
Hispaniától	hiszpánijától
Hispaniola	hiszpánióla
Historiaet	hisztórijáet
Historical	hisztoriköl
Historical Jesus	hisztoriköl dzsízösz
History	hisztori
Hitchikers Guide	hicshájkörsz gájd
Hitler	hit-ler
HIV	hív
HJVSA	hájé-vé-essa
Hlanith	hlánit
HMS	éjcsemesz
Hoare	hoáre
Hobart	hóbárt
Hobbs	hobsz
Hoboker	háböker
Hochbichler	hóh-bihler
Höchstadt	hőh-státt
Höchstadtnál	hőshtáttnál
Hodges	hádzsisz
Hoefflinger	hőflinger
Hoek	hők
Hoepner	hőpner
Hofmann	hoff-man
Hohenstaufen	hóen-staufen
Hohenzollern	hóhen-collern
Holbach	hol-bach
Holcomb	hólkomb
Holger Nielsen	holger nílzen
Hollingsworth	hálingszvörsz
Hollis	holisz
Hollywood	hálivúdd
Holmdell Horn	holmdel horn
Holocaust	holo-kauszt
Holy Lochnál	holi lokknál
Home	hóm
homo faber	hómo fáber
Homonnai Drugeth	homon-nai drúget
Hondo	hondó
Honduras	hondurász
Honecker	honekker
Honiok	honnyok
Honnecourt	hánkőrt
Honolulu	hono-lulu
Honorius	honorijusz
Hookban	húkban
Hooloovoo	húluvú
Hoorn	hórn
Hopkins	hopkinsz
Horace	horász
Horatius	hotáciusz
Horava	horává
Hore-Belisha	hóre belisá
Horkheimer	horkhájmer
Horowitz	horovitc
Horramsahr	horrámszár
Horrisoni	Horriszon
Hortensia	hortenzija
Hortensius	hortenzijusz
Hosius	hósziusz
Höss	hössz
Hostilius	hosztíliusz
Hoszni Mubarak	hoszni mub-arak
Houffalize	úfálíze
Hounslow	háunszló
House	háusz
Houston	hjú-szton
Houstonban	hjúsztonban
Howard	hao-várd
Howard Carter	hao-várd kárter
Howard Connor	ha-oárd  ko-nor
Howard Vogttal	haovárd vógt-tal
Howhi	háuvi
Hoyle	hójl
HR	há-er
Hradzsinba	hra-dzsinba
Hrebenar	hrébe-nár
Hrung	hráng
Hszi Csin	hszi csin
Hszia	hszíja
Hsziafenyő	hszíjafenyő
Hszihszia	hszíszija
Huantar	huántár
Huascar	huászkár
Huawei	hua-vej
Huayna Capac	huájná kápák
Hubatsch	hubács
Hubble	háböl
Hubka	hábka
Hubkához	hábkához
Hudal	űdál
Hudson	hádzön
Huelva	huel-va
Huerta	uertá
Huertának	uertának
Hugh	hjú
Hugh Everett	hjú everet
Hugh Ross	hjú rossz
Hughes	hjúz
Hugo Stinne	hugó sztájnsz
Huitzilopochtli	hujicilopoktli
Hulah	huláh
Hulk Hogannek	hálk hogennek
Hull	háll
Human Rights	hjúmön rájtc
Humber	hámbör
Humbert	ámber
Hungaria	hungárija
Hungariá	hungárijá
Hungaricum	hungárikum
Hungary	hángöri
Hunian	hánijen
Hurkon	hárkön
Hurrem	hur-rem
Hurricane	hárökéjn
Hurricaneés Spitfire	hárökéjn és szpitfájer
Huston Street	hásztön sztrít
Husz	husz
Húszéin	husszejin
Hutchinson	hácsinzon
Huxley	hákszli
Huyig	hújig
Hüyük	hüjük
HVB	hávébé
HVG	hávégé
Hydrogen	hidrogén
Hyen	hijen
Hyman Minsky	hájmen minszki
Hythe	hít
I Will Survive	áj vill szörvájv
I. G. Farben 	ígé fárben
Iába	lába
Iábszárát	 lábszárát
Ianiculus	jánikulusz
Ianus	jánusz
Iátok	látok
Ibenskas	ájbenszkász
IBM	ájbíem
Ibrahim	ibrahim
ICARUS	ikarusz
ICBM	í-tcé-béjem
Idái Sherernek	ájdá serernek
Iejaszu	iejaszu
Ieper	íper
Ieper-Comines	íper kómin
Ietűnt	letűnt
IFRS	í-ef-er-es
Igazsagh	igazság
Iger	ájgör
Ignacio Molina Pérez	ignászió molina perez
Ignaz Lederer	ignátz léderer
il Magnifico	il mányifíkó
Ilcsenko	ilcsenkó
Île-de-France	ill dö fransz
Ilek-Vadban	ilek vadban
Iliász	ílijász
Illan	il-lan
Illinois	ilinoj
Illustrious	illusztrösz
Illyés	íjés
Illyricum	illírikum
Imannuel Kant	imánuel kánt
Imiisfree	imiszfrí
Immanuel Kant	imánuel kánt
Immanuel Wallersteint	imánuel váller-shtejn
Imperator Caesar Augustus	imperátor tcézár augusztusz
Imperator Caesar Vespasianus Augustus	imperátor tcézár veszpázijánusz augusztusz
imperium Christianum	impérijum krisztijánum
Imphalnál	imfálnál
Imporcitor	importszítor
Ince	intze
Incognitusnak	inkognítusznak
Indosuez	indo-szuez
INDOTEK	indotek
Indra	índra
Indus	indush
Inelle	inelle
Inferior	inferijór
Inferno	infernó
Information	informéjsön
Infowars	infovórsz
Inglefield	ingölfíld
Ingram	ingrem
Inka	in-ka
Inna	inná
Innamorati	inná-moráti
Innben	inn-ben
Innisfree	iniszfrí
Innitzer	ínicer
Innsbruckba	insz-brukba
Innsmouth	inszmáusz
Inoue Niszso	inouve nissó
Inquanok	inkvánok
Insitor	inszitor
Inskip	inszkip
Insta	inshta
Institute	insztitút
Institutio	insztitúció
Institution	insztitúsön
Intel	intel
Intelligence Service	intelidzsönsz szörvisz
Intelligence Servicere	intelidzsönsz szőrvisz
Interacting Massive	intörekting mesziv
Interactive Massive Particles	interaktív messzív pártikölz
Internet	internet
Internet Observatory	internet obszörvatori
Interpol	inter-pol
Interpretation	interprötéjsön
Inukai	inukáj
Invention	invensön
Investigation	invesztigéjsön
Ioan	ioán
Iogyan	Hogyan
Iónia	jónija
Ióniában	jónijában
Ióniára	jónijára
Iovis	jóvisz
Iovius	jóviusz
Iowa	ájova
Iowában	ájovában
IP	ájpí
Iphigeneiát	ifigéniját
Ipoh	ipok
Ippocampó	ipokampó
Ippolito	ippolitó
Ipswichtől Cornwallig	ipsz-viktől kornvólig
IRA	ira
Irak	irak
Iranon	iránon
Ired	ired
Irem	irem
Irémnek	irémnek
Irit	ájrit
IROC	ájerószí
IRS	ájeresz
IRT	ájertí
Isaac	ájszek
Isaac Asimov	ájszek aszimov
Isaac Newton	ájszek nyúton
Isabel Mendia	izabel mendíjá
Ishngtonban	isingtonban
Isigny	isziny
ISIS	ájszisz
Island	ájlend
Islington	ájlington
Isszosz	josszosz
IT	ájtí
Italia	itálija
Italica	itálika
Ithaka	itaka
Ithakába	itakába
Iudaeaban	júdeában
Iudea	júdea
Iudeae Pontius Pilatus	júdeá pontcijusz pilátusz
Iugurthát	jugurtát
Iulia	júlija
Iuliát	júliját
Iulius Caesar	júlijusz tcézár
Iulius Caesar Octavianus	júlijusz tccézár oktávijánusz
Iulius-Claudius	júlijusz klaudijusz
Iuliusok	júlijuszok
Iulusra	júluszra
Iunius Brutus	júnijusz brútusz
Iuno	júnó
Iunóé Héráéval	júnóé héráéval
Iunónak	júnónak
Iunót	júnót
Iustinianus	jusztínijánusz
Iuvenalis	júvnálisz
Ivan	iván
Ivan Karamazov	iván karam-azov
Ivanovics	ivánovics
Ivry	ájvöri
Izeyl	ájzejl
Jabbo	dzseb-bó
Jacinda Ardern	jászinda árdern
Jack	dzsek
Jack Johnson	dzsek dzsónzon
Jack Masey	dzsek mézi
Jackson	dzsekszon
Jacksonville	dzsekszonvill
Jacob Bekenstein	dzsékob békönsztín
Jacob Hobbsot	dzséjkob hobszot
Jacob Schoellkopf	dzsékob shöllkoff
Jacobi	dzsekobi
Jacóbiék	dzsekobiék
Jacobs	dzsekobsz
Jacoby	dzsekobi
Jacopo	dzsákopó
Jacopón	jákopón
Jacquerie	zsákrí
Jacques Hadamard	zsák hedmárd
Jacques Loeb	dzsák lőb
Jacqui Graham	zsákí grehem
Jagadish Chandra Bose	dzságádish csándrá bóz
Jagoda	jag-oda
Jaguar	jaguár
Jaguarral	jaguárral
Jahve	jah-ve
Jahvéhoz	jah-véhoz
Jahvekultusza	jah-ve-kultusza
Jahvén	jah-vén
Jahvéról	jah-véról
Jahvét	jah-vét
Jakob Bekenstein	dzsékob békönsztín
Jaksity	jakshics
Jaltában	jaltában
Jamamoto	jámá-motó
Jame	dzsém
James	dzsémsz
James Clerk Maxwell	dzsémsz klörk mekszvel
James Cook	dzsémsz kúk
James Jeans	dzsémsz dzsínsz
James Watson	dzsémsz vátszon
James Watt	dzsémsz vatt
James Woodville	dzsémsz vúdvill
Jamie James	dzsémi dzsémsz
Janak	dzsánák
Jane	dzsén
Jane Austen	dzsén ósztin
Janeiro	zsánejró
Jang	jáng
Janina	dzsánina
Janinát	zsáninát
Jankovich	janko-vics
Janowitz	dzsenövitc
Janta	jan-ta
Janus	jánusz
Janus Pannonius	jánusz pannóniusz
Janx	dzsánksz
Jány Gusztáv	jányi gusztáv
Jared Kushner	dzsered kush-ner
Jarenba	dzsárenba
Jaronda Askew	dzsáronda eszkjú
Jaroszlav	jároszláv
Jaroszlaw	jároszláv
Jasenko	jásenkó
Jasmin	dzsezmin
Jathribba	játribba
Javier Olivan	hávier oliven
Javits Centerben	dzsévitc szenterben
Jawiszowice	jáviszovice
Jayant Narlikarral	dzsájánt nárlikárral
Jaycee	dzséjszí
Jazid	jázid
Jazilj	jázilj
Jean	zsan
Jean Bart	zsán bárt
Jean-Jacques Rousseau	zsán-zsákk russzó
Jean-Marc Levy-Leblond	zsanmárk lévi-löbland
Jeanneney	dzsenönéj
Jeff	dzseff
Jeff Chester	dzseff cseszter
Jeff Zientst	dzseff tcíntszt
Jefferis	dzsefríz
Jefferson	dzsefferzon
Jeffrey Harvey	dzsefri hárvi
Jelasics	jelashics
Jelasity	jelashics
Jellasics	jelashics
Jellicoe	dzselikő
Jelzt	jelz-t
Jemappes	zsömáp
Jenan	jenán
Jenner	dzsenör
Jennifer	dzsenifer
Jenny Beth Martin	dzseni besz mártin
Jeopardy	dzsepödi
Jeremiah	dzseremájá
Jeremy Bernstein	dzseremi börnsztín
Jérome Napoléonnak	zsérom napóleonnak
Jerry Lyonsnak	dzserri lijonsznak
Jerry Yanggal	dzseri jáng-gal
Jersay	dzsörzi
Jersey	dzsörzi
Jervis	dzsörvisz
Jeses	dzsízösz
Jessica Hertz	dzsesszika hertc
Jesua	jeshua
Jesus	dzsízösz
Jevon	dzsevon
Jews	dzsúz
Jewsh	dzsúish
Jezabel	dzsezábel
Jiang	dzsijáng
Jian-Hóban	dzsiján hóban
Jimet	dzsimet
Jimmy Adamick	dzsimi edömik
Jimmy Kimmel	dzsimi kimmel
Jing Cseng	jing cseng
JLS	dzséjelesz
JNFAFT	jé-en-eff-á-ef-té
Joachim	joá-him
Joachim Winckelmann	joá-chim vinkölman
Joanna Seringtől	dzsoána szeringtől
Joannes Duns Scotus	dzsoánsz dánsz szkötász
Jobs	dzsóbsz
Jock Colville	dzsok kólvil
Jodie Foster	dzsodi foszter
Jodl	jódöl
Jodrell Bank Observatoryban	dzsordel bánk obszőrvötriben
Joel	dzsoel
Joel Manton	dzsoel mántön
Joel Primack	dzsoel prájmek
Joel Scherk	dzsoel shrek
Joffre	dzsofré
Johann Caspar Ampringent	yohán kászpár amprazsón
Johann Karl Unger	jo-hán kárl un-ger
Johann Ulrich	joh-án ul-rik
Johannes	johánnesz
Johannes Droste	johánnesz drószt
Johannes Dubravius	yohá-nnesz dubráviusz
Johannes Kepler	johánnesz kepler
Johannesburgban	yohánnesz-burgban
John	dzsón
John Anderson	dzsón enderszon
John Hampden	dzsón hempdön
John Jaytől	dzsón dzséj
John Martin	dzsón mártin
John Maynard Keynes	dzsón májnárd kéjnsz
John Passacantando	dzsón pásszákántándó
John Watson	dzsón vátcon
Johnny Carsont	dzsoni kárszont
Johns	dzsónsz
Johnson	dzsonzon
Joinville	dzsójnvill
Jomard	dzsomárd
Jonathan	dzsonátán
Jonathan Burnham	dzsonátán börnhem
Jonathan Greenblatt	dzsonátán grínblátt
Jonathan Harker	dzsónátán hár-ker
Jonathan Harrison	dzsónátán heriszon
Jonathan Leibowitz	dzsónátán lejbovitc
Joncairs	dzsonkerz
Jones	dzsónsz
Jones College	dzsónsz kálidzs
Jorge Luis Borges	horhe lujíz borhíz
Jose	dzsóz
José	hozé
Jósé	hozé
Josef	jo-zef
Josef Mengele	jo-zef mengele
Josehpus Flavius	jozefusz flávijusz
Joseph Biden	dzsozef bájrön
Joseph Chamberlain	dzsozef csembörléjn
Joseph Glanvil	dzsozef glenvil
Joseph Strauss	jozef shtrausz
Joseph Yablonski	dzsozef jáblonszki
Josephine	zsozefin
Josephus	jozefusz
Josephus Flavius	joze-fusz fláv-iusz
Josiah	dzsoszájáh
Josip Broz Tito	joszip brotc tító
Joszip Jelasicsot	joszip jelashicsot
Jovan	jován
Jovianus	jovijánusz
Jovo Jovanovic	jovó jová-novics
Józef	jo-zef
JSTOR	dzséjesztíöár
Juan	huán
Jüan	juán
Juárez	huárez
Juda	júda
Júdát Sesonk	júdát szeszonk
Júdeábán	júdeában
Judeára	júdeára
Judge	dzsádzs
Judy	dzsudi
Jugurtha	jug-urta
Jugurthát	jugurtát
Juin	zsüván
Juint Murphyvel	dzsűn mörfi
Jules	zsüll
Jules Ferry	zsüll ferri
Jules Grévy	zsüll gréjvi
Jules Mazarin	zsüll mázárin
Julia	júlia
Julian	juliján
Julián	juliján
Julianus	julijánusz
Jülichnél	jűlihnél
Julier	júlijer
Juliet Johnson	dzsuliet dzsónzon
Julio	húlió
Juliónak	húliónak
Juliskával	julis-kával
Julius	dzsúliusz
Julius Caesar	júliusz cézár
Julius Caesar Octavianus	júliusz tcézár oktáviánusz
Julius Caesaréihoz	júlijusz tcézáréjihoz
Julius Nepos	júlijusz neposz
Junius Brutusnak	júnijusz brútusznak
Juno	júnó
Juntát	huntát
Juntz	júnc
Junzt Unausprechlichen Kulten	júnc únausz-spreklihen kúlten
Jupiter	jupi-ter
Jura	júra
Juridisch-Politischer Leseverein	juridísh-politísher lezöverín
Jurij Andropov	juríj ándropov
Jurisics	yurishics
Justinianus	jusztívijánusz
Kabul	ka-bul
Kadiphonek	kádifonek
Kadmeiába	kadmejába
Kadzsuraho	kádzsuráhó
Kafarnaum	káfárnáum
Kahlenberg	kálen-berg
Kahlo	káló
Kahn	kán
Kahr	kár
Kahrnak	kárnak
Kahuna Burgeres	kahúna börgörsz
Kairosz	kájrosz
Kaiser	kájzer
Kaiser Wilhelm	kájzer vilhelm
Kalasnyikovokkal	kalasnyikowokkal
Kalendae	kálendáje
Kalikut	kali-kut
Kalka	kálká
Kállay	kállai
Kalliász	kallijász
Kallimakhosz	kálimákhosz
KALOT	kálot
Kalugin	kalu-gin
Kaluza	kaluza
Kaluza-Klein	kaluza-klejn
Kamakura	kama-kura
Kaman-Thah	kámán táhe
Kamioka	kamijóka
Kammhuber	kám-húber
Kanadába	kana-dába
Kandahar	kandahár
Kang-Xing	káng sháng
Kansas	kenzesz
Kansasba	kenzeszbe
Kant	kánt
Kapelsen	kepölszen
Kaplan	keplen
Kapodisztriast	kapodi-sztriászt
Kapp	kápp
Kara Ibrahim	kara ibra-him
Kara Swisher	kárá szvisher
Karamazov	karam-azov
Kardashianok	kárdáshiánok
Kardasov	kardashov
Kari Marx	kárl márksz
Karib	karib
Karkemis	kárk-emisz
Karl	kárl
Karl Ernst	kárl ernszt
Karl Hausho	kárl hauszhó
Karl Mansfeld	kárl mánsz-feld
Karl Marx	kárl marksz
Karl Schwarzschild	kárl shvartcshíld
Karlosz	kárlosz
Karlovics	kárlovics
Karlsbad	kárlszbád
Karnak	kar-nak
Karolina	karo-lina
Karoling	karo-ling
Kárpathosz	kárpátosz
Karsra	kars-ra
Kartagéna	kártá-héná
Kasgáriát	kászgáriját
Kashmir Hill	káshmir hill
Kassel	kásszel
Kasselben	kásszelben
Kasszandrához	kasz-szandrához
Kate Losse	kéjt losszi
Katherine	kétrín
Kathryn Montgomeryt	ketrin montgomerrit
Katie Couric	keti kurik
Katiny	kátyin
Katy Perry	kéjti perri
Katyn	kátyin
Katz	kátc
Kavanaugh	kevenó
Kavarna	kavarna
Kaye	kéj
KDNP	kádéenpé
Keats	kítc
Keck	kekk
Keiji Kikkawa	kejdzsi kikává
Kelemen	kel-emen
Kelet-Karélfába	kelet karélijába
Kellermann	keller-mann
Kellog Hansen	kelog henszen
Kellogg	kelog
Kellogg-Briand	kelog brájend
Kelly Rogers	keli rodzsersz
Kellyanne Conway	kelien konvéj
Kempen	kem-pen
Kempis	kempisz
Kendall	kendel
Kennedy	kenedi
Kenneth	kenet
Kenneth Libbrecht	kenet líbrekt
Kenneth Pendar	kenet pendör
Kenosha Guard	ken-osha gárd
Kenoshai	kenosha-i
Kenton	kentön
Kentucky	kentáki
Kentuckyban	kentákiban
Keonig	keöring
Kerr	kerr
Kerry	kerri
Kerstetter	kersztetter
Kesselring	kesszelring
Ketel	ketel
Kéthly	kétli
Kevin Martint	kevin mártint
Kevin Systromot	kevin sisztomot
Kevlar	kev-lár
Keystone	kísztón
Khaiber	kajber
Khalkidikét	kalki-dikét
Khephrén	kefrén
Khitteus	kitteusz
Khiweust	kíveuszt
Khomeini	komejni
Khuen	qen
Khutalfalvi-Darus	kutalfalvi dárusz
Kidogo	kidogó
Kikkawa	kikává
Kilian Lukács	kilián lukács
Kimberley Emberg	kimberli imberg
Kimberly	kimberli
King	king
King George	king dzsórdzs
King James	king dzsémsz
Kingsport	kingszport
Kinjikitile Ngwale	kinnyiketíle ngvále
Kira	kíra
Kiran	kiren
Kirk Douglas	körk dáglesz
Kirkenes	körkönsz
Kirkland	körklend
Kirkpatrick	körkpetrik
Kirkwall	körkvál
Kirshner	kirshner
Kisinyov	kisinyov
Kissinger	kiszin-dzser
Kistiakowsky	kisztyakovszki
KISZ	kisz
Kitt Peak Observatoryban	kit pík obszörvötriben
Kitty Bennett	kitti benett
Kjóto	kjó-tó
Klara	klárá
Klára	klárá
Klaus	klausz
Klava	kláva
Kled	kled
Klein	klejn
Klement	kle-ment
Kleopatrát	kleo-pátrát
Kleophón	kleofón
Klessheim	klessz-hejm
Kleve	kléve
Klim	klim
Klingsor	kling-zor
Klobuchar	klobácsár
Klopper	klop-per
Klupath	klápász
Klux Klán	kluksz klán
Kmety	kmeti
KMPG	káempégé
KNEP	knep
Knezevic	knezevitc
Knightsbridge	nájtsz-bridzs
Knipping	knipping
Knob Hill	nob hill
Knox	noksz
Knudsen	knudz-dzen
Knut	knút
Koba	ko-ba
Koblenzig	koblencig
Kock	kokk
Koestler	kösztler
Kofman	kofmen
Kogalniceanu	kogálnicsánu
Kogan	kogn
kogge	kogg
Kohl	kól
Kola	kóla
Kolhoester	kolhöszter
Kolka	kol-ka
Kollonich	kollonics
Kollontaj	kolontáj
Kolman Czito	kólen tcító
Komarno	komárnó
Kommissarbefehl	komisszárbefél
Kompolthy	kompolti
Komputer	kompjúter
Komputere	kompjúterre
Kondo	kondó
König	kőnig
Königlich	kőnig-lich
Königsbergben	kőnigsz-bergben
Königsgraben	kőnigszgráben
Konrad	konrád
Konstantin	konst-antin
Konstantin Fotitch	konsztantin fótics
Kopits	kopics
Korall	kor-all
Koreára	kóreára
Kórinthosz	korintosz
Korjo	korjó
Kosciuszko	kosz-sziuszkó
Kosovo-Metohija	koszovó metohija
Kossuth	kosút
Koszovo	koszovó
Kosztroma	koszt-roma
Koth	kót
Koum	kúm
Kozlov	holz-lov
Kraffhoz	kraffhoz
Krának	krának
Kratochwill	kratocs-vill
Krauss	krausz
Kravec	krávec
Kreml	kreml
Kremsierbe	kremzírbe
Krendlemek	krendlernek
Kresznerics	kresznerics
Krieger	kríger
Kriegführung	kríg-fűrung
Kriegsgefangene	krígsz-gefángene
Kriegsmarine	krígsz-máríne
Krikket	krikett
Kristiansandnál	krisztijen-sztándnál
Kristopher Tillery	krisztofer tilöri
Krobatin	krobátin
Królewska	królevszka
Krom	krom
Kronstadt	krón-státt
Kronstadtba	króm-státtba
Kronstadtban	krón-státtban
Kropotkin	kropot-kin
Krüger	krűger
Krum	krúm
Krúmpszt Fala	krúmszt fa-la
Krupp	krúpp
Ktésziphont	ktészifónt
KTI	káté-í
Kuang	kuáng
Kübeck	kübek
Kubik	kub-ik
Küküllei	kükülleji
Kulturkampf	kultúr-kámpf
Kunó	kúnó
Kuomintang	kuo-mint-áng
Kurais	kurájisz
Kuranes	köránesz
Kurt	kört
Kurt Zeitzlernek	kurt cájclernek
Kurzeme	kurzémje
Kushnerrel	hushnerrel
Kustomert	kásztömert
Kütahyába	kütáhijába
Kutrzeba	kurceba
Kynarathalis	kinárátálisz
Kynarthot	kinártót
Kyros	kűrosz
Kyrst	kürszt
Kythamil	kitámil
L’ Allemagne paiera tout	elálemány perá tú
La Guardia	lágárdijá
La Manche	lámáns
La Passionaria	lá pásszijonáríjá
la Pucelle	lá pucselle
Laborde	lábörd
Lachaise	lás-ez
Ladoga	lad-oga
Lady Dianának	lédi dájánának
Laenas	lénász
Lafayette	láfájet
Lagardell	lögárdöl
Lagas	lágász
Lager Monowitz	láger monovic
Lagerpolizei	láger-policáj
Lagoson	lagoszon
Lagrange	lágrándzs
Laibachban	láj-bach-ban
laissez faire	lészé ferr
Lala Mehmed	lálá meh-med
Lalamatine	lala-matín
Lamar	lámár
Lamartine	lömártín
Lamberg	lám-berg
Lambert	lámbert
Lamoreaux	lámorő
Lamp Company	lemp kámpöni
Lancaster	lenkeszter
Lancasterek	lenkeszterek
LANCEA REGIS	lánkeá regisz
Landau	lan-dau
Landerer	lan-derer
Landler Jenő	land-ler jenő
Landriano	lándriánó
Landsdowne	lendszdáun
Landtag	lándtág
Landwehr	lánd-ver
Lane Craig	lén kréjg
